Computational Economics,Comput Econ,1.876
Computational Geometry Theory and Applications,Comp Geom-theor Appl,0.537
Computational Geosciences,Computat Geosci,2.413
Computational Intelligence,Comput Intell,2.33
Computational Intelligence,Comput Intell-us,2.33
Computational Intelligence,Lect Notes Comput Sc,2.33
Computational Intelligence,Stud Comput Intell,2.33
Computational Intelligence,Vdi Bericht,2.33
Computational Linguistics,Comput Linguist,2.271
Computational Linguistics,Comput Linguist,2.271
Computational Materials Science,Comp Mater Sci,3.3
Computational Materials Science,Nato Sc S Ss Iii C S,3.3
Computational Mathematics and Mathematical Physics,Comp Math Math Phys+,0.675
Computational Mechanics,Comput Mech,4.014
Computational Methods and Function Theory,Lect Notes Math,0.855
Computational Optimization and Applications,Comput Optim Appl,2.167
Computational Statistics,Computation Stat,1
Computational Statistics,Contr Stat,1
Computational Statistics,Stat Comput Ser,1
Computational Statistics Data Analysis,Comput Stat Data An,1.681
Computer,Computer,2.683
Computer Aided Civil and Infrastructure Engineering,Comput-aided Civ Inf,11.775
Computer Aided Design,Comput Aided Design,3.027
Computer Aided Geometric Design,Comput Aided Geom D,1.382
Computer Animation and Virtual Worlds,Comput Animat Virt W,1.02
Computer Applications in Engineering Education,Comput Appl Eng Educ,1.532
Computer Assisted Language Learning,Comput Assist Lang L,4.789
Computer Communications,Comput Commun,3.167
Computer Graphics Forum,Comput Graph Forum,2.078
Computerized Medical Imaging and Graphics,Comput Med Imag Grap,4.79
Computer Journal,Comput J,1.494
Computer Methods and Programs in Biomedicine,Comput Meth Prog Bio,5.428
Computer Methods in Applied Mechanics and Engineering,Comput Method Appl M,6.756
Computer Methods in Biomechanics and Biomedical Engineering,Comput Method Biomec,1.763
Computer Music Journal,Comput Music J,0.192
Computer Networks,Comm Com Inf Sc,4.474
Computer Networks,Comput Netw,4.474
Computer Physics Communications,Comput Phys Commun,4.39
Computers Chemical Engineering,Comput Chem Eng,3.845
Computers Education,Comput Educ,8.538
Computers Education,Comput Educ,8.538
Computers Electrical Engineering,Comput Electr Eng,3.818
Computers Fluids,Comput Fluids,3.013
Computers Geosciences,Comput Geosci,3.372
Computers Geosciences,Comput Geosci-uk,3.372
Computers Graphics Uk,Comput Graph-uk,1.936
Computers Industrial Engineering,Comput Ind Eng,5.431
Computers Mathematics with Applications,Comput Math Appl,3.476
Computers Operations Research,Comput Oper Res,4.008
Computers Security,Comput Secur,4.438
Computers Structures,Comput Struct,4.578
Computers and Concrete,Comput Concrete,3.948
Computers and Electronics in Agriculture,Comput Electron Agr,5.565
Computers and Geotechnics,Comput Geotech,4.956
Computer Science and Information Systems,Comput Sci Inf Syst,1.167
Computers Environment and Urban Systems,Comput Environ Urban,5.324
Computers in Biology and Medicine,Comput Biol Med,4.589
Computers in Human Behavior,Comput Hum Behav,6.829
Computers in Industry,Comput Ind,7.635
Computer Speech and Language,Comput Speech Lang,1.899
Computer Standards Interfaces,Comp Stand Inter,2.487
Computer Standards Interfaces,Comput Stand Inter,2.487
Computer Systems Science and Engineering,Comput Syst Sci Eng,1.486
Computer Vision and Image Understanding,Comput Vis Image Und,3.876
Computing,Computing,2.22
Computing and Informatics,Comput Inform,0.319
Computing in Science Engineering,Comput Sci Eng,2.08
Comunicar,Comunicar,6.013
Concepts in Magnetic Resonance Part a,Concept Magn Reson A,0.481
Concepts in Magnetic Resonance Part a,Concepts Magn Reso A,0.481
Concepts in Magnetic Resonance Part b Magnetic Resonance Engineering,Concept Magn Reson B,1.176
Concepts in Magnetic Resonance Part b Magnetic Resonance Engineering,Concepts Magn Reso B,1.176
Concurrency and Computation Practice Experience,Concurr Comp-pract E,1.536
Concurrent Engineering Research and Applications,Concurrent Eng-res A,1.038
Condensed Matter Physics,Aip Conf Proc,1.128
Condensed Matter Physics,Condens Matter Phys,1.128
Condor,Condor,2.135
Conflict Management and Peace Science,Conflict Manag Peace,2.563
Congenital Anomalies,Congenit Anom,1.409
Congenital Heart Disease,Congenit Heart Dis,2.007
Connection Science,Connect Sci,1.971
Connective Tissue Research,Connect Tissue Res,3.417
Consciousness and Cognition,Conscious Cogn,2.444
Conservation Biology,Conserv Biol,6.56
Conservation Genetics,Conserv Genet,2.538
Conservation Genetics,Exs,2.538
Conservation Genetics Resources,Conserv Genet Resour,0.973
Conservation Letters,Conserv Lett,8.105
Constraints,Constraints,1.679
Construction and Building Materials,Constr Build Mater,6.141
Constructive Approximation,Constr Approx,1.487
Contact Dermatitis,Contact Dermatitis,6.6
Contemporary Accounting Research,Contemp Account Res,3.543
Contemporary Clinical Trials,Contemp Clin Trials,2.226
Contemporary Economic Policy,Contemp Econ Policy,0.943
Contemporary Educational Psychology,Contemp Educ Psychol,4.277
Contemporary European History,Contemp Eur Hist,0.78
Contemporary Nurse,Contemp Nurse,1.787
Contemporary Nurse,Contemp Nurse,1.787
Contemporary Pacific,Contemp Pacific,1.129
Contemporary Physics,Contemp Phys,5.185
Contemporary Political Theory,Contemp Polit Theory,0.892
Contemporary Problems of Ecology,Contemp Probl Ecol,0.771
Contemporary Problems of Ecology,Contemp Probl Ecol+,0.771
Contemporary Psychoanalysis,Contemp Psychoanal,0.386
Contemporary Sociology a Journal of Reviews,Contemp Sociol,1.288
Continental Shelf Research,Cont Shelf Res,2.391
Continuity and Change,Continuity Change,1.267
Continuum Journal of Media Cultural Studies,Continuum-j Media Cu,0.965
Continuum Mechanics and Thermodynamics,Continuum Mech Therm,3.822
Contraception,Contraception,3.375
Contrast Media Molecular Imaging,Contrast Media Mol I,3.161
Contributions of the Astronomical Observatory Skalnate Pleso,Contr Ast O,0.316
Contributions of the Astronomical Observatory Skalnate Pleso,Contrib Astron Obs S,0.316
Contributions to Indian Sociology,Contrib Indian Soc,0.714
Contributions to Mineralogy and Petrology,Contrib Mineral Petr,4.076
Contributions to Nephrology,Contrib Nephrol,1.58
Contributions to Plasma Physics,Contrib Plasm Phys,1.563
Contributions to Zoology,Contrib Zool,2.839
Control Engineering and Applied Informatics,Control Eng Appl Inf,0.973
Control Engineering Practice,Control Eng Pract,3.475
Convergencia Revista De Ciencias Sociales,Convergencia,0.704
Cooperation and Conflict,Coop Confl,3.579
Coordination Chemistry Reviews,Coordin Chem Rev,22.315
Copd Journal of Chronic Obstructive Pulmonary Disease,Copd,2.409
Copeia,Copeia,1.402
Coral Reefs,Coral Reefs,3.902
Cornea,Cornea,2.651
Cornell Hospitality Quarterly,Cornell Hosp Q,3.646
Cornell International Law Journal,Cornell Int Law J,0.72
Cornell Law Review,Cornell Law Rev,1.279
Coronary Artery Disease,Coronary Artery Dis,1.439
Corporate Governance an International Review,Corp Gov,3.396
Corporate Governance an International Review,Corp Gov-oxford,3.396
Corporate Social Responsibility and Environmental Management,Corp Soc Resp Env Ma,8.741
Corpus Linguistics and Linguistic Theory,Corpus Linguist Ling,2.346
Correspondances en Metabolismes Hormones Diabetes et Nutrition,Corresp Mhdn,0
Corrosion,Corrosion,1.77
Corrosion Engineering Science and Technology,Corros Eng Sci Techn,2.087
Corrosion Reviews,Corros Rev,2.4
Corrosion Science,Corros Sci,7.205
Cortex,Cortex,4.027
Cortex,Cortex,4.027
Cosmic Research,Cosmic Res+,0.419
Counseling Psychologist,Couns Psychol,2.208
Creativity Research Journal,Creativity Res J,2.371
Cretaceous Research,Cretaceous Res,2.176
Crime Delinquency,Crime Delinquency,2.827
Crime and Justice a Review of Research,Crime Justice,4.474
Crime and Justice a Review of Research,Crime Justice,4.474
Crime Law and Social Change,Crime Law Social Ch,1.437
Crime Media Culture,Crime Media Cult,2.796
Criminal Behaviour and Mental Health,Crim Behav Ment Heal,1.929
Criminal Justice and Behavior,Crim Justice Behav,2.801
Criminology,Criminology,6.692
Criminology Criminal Justice,Criminol Crim Justic,2.672
Crisis the Journal of Crisis Intervention and Suicide Prevention,Crisis,3.287
Critical Arts South North Cultural and Media Studies,Crit Arts,0.316
Critical Asian Studies,Crit Asian Stud,1.789
Critical Care,Crit Care,9.097
Critical Care and Resuscitation,Crit Care Resusc,2.159
Critical Care Clinics,Crit Care Clin,3.598
Critical Care Medicine,Crit Care Med,7.598
Critical Care Nurse,Crit Care Nurse,1.708
Critical Care Nurse,Crit Care Nurse,1.708
Critical Inquiry,Crit Inquiry,1.23
Critical Review,Crit Rev,0.913
Critical Reviews in Analytical Chemistry,Crit Rev Anal Chem,6.535
Critical Reviews in Biochemistry and Molecular Biology,Crit Rev Biochem Mol,8.25
Critical Reviews in Biotechnology,Crit Rev Biotechnol,8.429
Critical Reviews in Clinical Laboratory Sciences,Crit Rev Cl Lab Sci,6.25
Critical Reviews in Environmental Science and Technology,Crit Rev Env Sci Tec,12.561
Critical Reviews in Eukaryotic Gene Expression,Crit Rev Eukar Gene,1.807
Critical Reviews in Food Science and Nutrition,Crit Rev Food Sci,11.176
Critical Reviews in Immunology,Crit Rev Immunol,2.214
Critical Reviews in Microbiology,Crit Rev Microbiol,7.624
Critical Reviews in Oncology Hematology,Crit Rev Oncol Hemat,6.312
Critical Reviews in Oncology Hematology,Crit Rev Oncol Hemat,6.312
Critical Reviews in Plant Sciences,Crit Rev Plant Sci,5.188
Critical Reviews in Solid State and Materials Sciences,Crit Rev Solid State,10.367
Critical Reviews in Therapeutic Drug Carrier Systems,Crit Rev Ther Drug,4.889
Critical Reviews in Toxicology,Crit Rev Toxicol,5.635
Critical Social Policy,Crit Soc Policy,3.569
Critical Studies in Media Communication,Crit Stud Media Comm,2
Critique of Anthropology,Crit Anthropol,1.196
Croatian Journal of Forest Engineering,Croat J For Eng,2.088
Croatian Medical Journal,Croat Med J,1.351
Croatica Chemica Acta,Croat Chem Acta,0.887
Crop Pasture Science,Crop Pasture Sci,2.286
Crop Breeding and Applied Biotechnology,Crop Breed Appl Biot,1.282
Crop Protection,Crop Prot,2.571
Crop Science,Crop Sci,2.319
Cross Cultural Research,Cross-cult Res,1.909
Crustaceana,Crustaceana,0.529
Cryobiology,Cryobiology,2.487
Cryogenics,Cryogenics,2.226
Cryoletters,Cryoletters,1.066
Cryosphere,Cryosphere,5.771
Cryptogamie Algologie,Cryptogamie Algol,1.649
Cryptogamie Bryologie,Cryptogam Bryol,0.661
Cryptogamie Bryologie,Cryptogamie Bryol,0.661
Cryptogamie Mycologie,Cryptogamie Mycol,2.231
Cryptologia,Cryptologia,0.933
Crystal Growth Design,Cryst Growth Des,4.076
Crystallography Reports,Crystallogr Rep+,0.735
Crystallography Reviews,Crystallogr Rev,2.467
Crystal Research and Technology,Cryst Res Technol,1.639
Crystengcomm,Crystengcomm,3.545
Ct f Ciencia Tecnologia y Futuro,Ct F-cienc Tecn Fut,0.302
Cts Clinical and Translational Science,Cts-clin Transl Sci,4.689
Cuadernos De Desarrollo Rural,Cuad Desarro Rural,0.292
Cuaj Canadian Urological Association Journal,Cuaj-can Urol Assoc,1.862
Cultural Anthropology,Cult Anthropol,3.439
Cultural Critique,Cult Crit,0.077
Cultural Diversity Ethnic Minority Psychology,Cult Divers Ethn Min,3.229
Cultural Geographies,Cult Geogr,2.431
Cultural Sociology,Cult Sociol,1.792
Cultural Studies,Cult Stud,1.636
Cultural Studies of Science Education,Cult Stud Sci Educ,1.167
Culture Psychology,Cult Psychol,1.466
Culture and Organization,Cult Organ,1.542
Culture Health Sexuality,Cult Health Sex,2.969
Culture Medicine and Psychiatry,Cult Med Psychiat,2.167
Current Allergy and Asthma Reports,Curr Allergy Asthm R,4.806
Current Alzheimer Research,Curr Alzheimer Res,3.498
Current Analytical Chemistry,Curr Anal Chem,1.892
Current Anthropology,Curr Anthropol,2.983
Current Applied Physics,Curr Appl Phys,2.48
Current Atherosclerosis Reports,Curr Atheroscler Rep,5.113
Current Bioinformatics,Curr Bioinform,3.543
Current Biology,Curr Biol,10.834
Current Cancer Drug Targets,Curr Cancer Drug Tar,3.428
Current Computer Aided Drug Design,Curr Comput-aid Drug,1.606
Current Diabetes Reports,Curr Diabetes Rep,4.81
Current Directions in Psychological Science,Curr Dir Psychol Sci,6.811
Current Drug Delivery,Curr Drug Deliv,2.565
Current Drug Metabolism,Curr Drug Metab,3.731
Current Drug Targets,Curr Drug Targets,3.465
Current Eye Research,Curr Eye Res,2.424
Current Gene Therapy,Curr Gene Ther,4.391
Current Genetics,Curr Genet,3.886
Current Genomics,Curr Genomics,2.236
Current History,Curr Hist,0.386
Current Hiv Research,Curr Hiv Res,1.581
Current Hypertension Reports,Curr Hypertens Rep,5.369
Current Issues in Molecular Biology,Curr Issues Mol Biol,2.081
Current Issues in Tourism,Curr Issues Tour,7.43
Current Medical Research and Opinion,Curr Med Res Opin,2.58
Current Medicinal Chemistry,Curr Med Chem,4.53
Current Microbiology,Curr Microbiol,2.188
Current Molecular Medicine,Curr Mol Med,2.222
Current Nanoscience,Curr Nanosci,1.824
Current Neurology and Neuroscience Reports,Curr Neurol Neurosci,5.081
Current Neuropharmacology,Curr Neuropharmacol,7.363
Current Neurovascular Research,Curr Neurovasc Res,1.99
Current Oncology,Curr Oncol,3.677
Current Oncology Reports,Curr Oncol Rep,5.075
Current Opinion in Allergy and Clinical Immunology,Curr Opin Allergy Cl,3.142
Current Opinion in Anesthesiology,Curr Opin Anesthesio,2.706
Current Opinion in Biotechnology,Curr Opin Biotech,9.74
Current Opinion in Cardiology,Curr Opin Cardiol,2.161
Current Opinion in Cell Biology,Curr Opin Cell Biol,8.382
Current Opinion in Chemical Biology,Curr Opin Chem Biol,8.822
Current Opinion in Clinical Nutrition and Metabolic Care,Curr Opin Clin Nutr,4.294
Current Opinion in Colloid Interface Science,Curr Opin Colloid In,6.448
Current Opinion in Critical Care,Curr Opin Crit Care,3.687
Current Opinion in Endocrinology Diabetes and Obesity,Curr Opin Endocrinol,3.243
Current Opinion in Environmental Sustainability,Curr Opin Env Sust,6.984
Current Opinion in Environmental Sustainability,Curr Opin Sust,6.984
Current Opinion in Gastroenterology,Curr Opin Gastroen,3.287
Current Opinion in Genetics Development,Curr Opin Genet Dev,5.578
Current Opinion in Hematology,Curr Opin Hematol,3.284
Current Opinion in Hiv and Aids,Curr Opin Hiv Aids,4.283
Current Opinion in Immunology,Curr Opin Immunol,7.486
Current Opinion in Infectious Diseases,Curr Opin Infect Dis,4.915
Current Opinion in Lipidology,Curr Opin Lipidol,4.776
Current Opinion in Microbiology,Curr Opin Microbiol,7.934
Current Opinion in Nephrology and Hypertension,Curr Opin Nephrol Hy,2.894
Current Opinion in Neurobiology,Curr Opin Neurobiol,6.627
Current Opinion in Neurology,Curr Opin Neurol,5.71
Current Opinion in Obstetrics Gynecology,Curr Opin Obstet Gyn,1.927
Current Opinion in Oncology,Curr Opin Oncol,3.645
Current Opinion in Ophthalmology,Curr Opin Ophthalmol,3.761
Current Opinion in Organ Transplantation,Curr Opin Organ Tran,2.64
Current Opinion in Otolaryngology Head and Neck Surgery,Curr Opin Otolaryngo,2.064
Current Opinion in Pediatrics,Curr Opin Pediatr,2.856
Current Opinion in Pharmacology,Curr Opin Pharmacol,5.547
Current Opinion in Plant Biology,Curr Opin Plant Biol,7.834
Current Opinion in Psychiatry,Curr Opin Psychiatr,4.741
Current Opinion in Psychiatry,Curr Opin Psychiatr,4.741
Current Opinion in Pulmonary Medicine,Curr Opin Pulm Med,3.155
Current Opinion in Rheumatology,Curr Opin Rheumatol,5.006
Current Opinion in Solid State Materials Science,Curr Opin Solid St M,11.354
Current Opinion in Structural Biology,Curr Opin Struc Biol,6.809
Current Opinion in Urology,Curr Opin Urol,2.309
Current Organic Chemistry,Curr Org Chem,2.18
Current Organic Synthesis,Curr Org Synth,1.975
Current Pain and Headache Reports,Curr Pain Headache R,3.494
Current Pharmaceutical Analysis,Curr Pharm Anal,0.89
Current Pharmaceutical Biotechnology,Curr Pharm Biotechno,2.837
Current Pharmaceutical Design,Curr Pharm Design,3.116
Current Problems in Cancer,Curr Prob Cancer,3.187
Current Problems in Cardiology,Curr Prob Cardiology,5.2
Current Problems in Surgery,Curr Prob Surg,1.909
Current Protein Peptide Science,Curr Protein Pept Sc,3.272
Current Proteomics,Curr Proteomics,0.837
Current Psychiatry Reports,Curr Psychiat Rep,5.285
Current Psychiatry Reports,Curr Psychiat Rep,5.285
Current Psychology,Curr Psychol,4.297
Current Science,Curr Sci India,1.102
Current Sociology,Curr Sociol,2.388
Current Sociology,Current Sociol,2.388
Current Sports Medicine Reports,Curr Sport Med Rep,1.733
Current Topics in Developmental Biology,Curr Top Dev Biol,4.897
Current Topics in Medicinal Chemistry,Curr Top Med Chem,3.295
Current Topics in Membranes,Curr Top Membr,3.049
Current Topics in Microbiology and Immunology,Curr Top Microbiol,4.291
Current Topics in Nutraceutical Research,Curr Top Nutraceut R,0.416
Current Treatment Options in Neurology,Curr Treat Option N,3.598
Current Treatment Options in Neurology,Curr Treat Option Ne,3.598
Current Treatment Options in Oncology,Curr Treat Option On,5.036
Current Vascular Pharmacology,Curr Vasc Pharmacol,2.719
Current Zoology,Curr Zool,2.624
Curriculum Inquiry,Curriculum Inq,1.556
Cutaneous and Ocular Toxicology,Cutan Ocul Toxicol,1.82
Cybernetics and Systems,Cybernet Syst,1.879
Cyberpsychology Behavior and Social Networking,Cyberpsych Beh Soc N,4.157
Cybium,Cybium,0.705
Cytogenetic and Genome Research,Cytogenet Genome Res,1.636
Cytokine,Cytokine,3.861
Cytokine Growth Factor Reviews,Cytokine Growth F R,7.638
Cytologia,Cytologia,0.791
Cytology and Genetics,Cytol Genet,0.579
Cytology and Genetics,Cytol Genet+,0.579
Cytometry Part a,Cytom Part A,4.355
Cytometry Part b Clinical Cytometry,Cytom Part B-clin Cy,3.058
Cytopathology,Cytopathology,2.073
Cytoskeleton,Cytoskeleton,2.141
Cytotechnology,Cytotechnology,2.058
Cytotherapy,Cytotherapy,5.414
Czech Journal of Animal Science,Czech J Anim Sci,1.267
Czech Journal of Food Sciences,Czech J Food Sci,1.279
Czech Journal of Genetics and Plant Breeding,Czech J Genet Plant,0.865
Czechoslovak Mathematical Journal,Czech Math J,0.338
Dados Revista De Ciencias Sociais,Dados-rev Cienc Soc,0.357
Daedalus,Daedalus,1.243
Daedalus,Daedalus-us,1.243
Dalton Transactions,Dalton T,4.39
Daru Journal of Pharmaceutical Sciences,Daru,3.117
Data Knowledge Engineering,Data Knowl Eng,1.992
Data Base for Advances in Information Systems,Data Base Adv Inf Sy,1.828
Data Mining and Knowledge Discovery,Data Min Knowl Disc,3.67
Death Studies,Death Stud,2.245
Decision Analysis,Decis Anal,1.818
Decision Sciences,Decision Sci,4.147
Decision Support Systems,Decis Support Syst,5.795
Deep Sea Research Part Ii Topical Studies in Oceanography,Deep-sea Res Pt Ii,2.732
Deep Sea Research Part i Oceanographic Research Papers,Deep-sea Res Pt I,2.955
Defence and Peace Economics,Defence Peace Econ,2.361
Defence Science Journal,Defence Sci J,0.707
Dementia and Geriatric Cognitive Disorders,Dement Geriatr Cogn,2.959
Democratization,Democratization,3.055
Demographic Research,Demogr Res,2.046
Demography,Demography,3.984
Dendrobiology,Dendrobiology,1.089
Dendrochronologia,Dendrochronologia,2.691
Dental Materials,Dent Mater,5.304
Dental Materials Journal,Dent Mater J,2.102
Dental Traumatology,Dent Traumatol,3.333
Dentomaxillofacial Radiology,Dentomaxillofac Rad,2.419
Depression and Anxiety,Depress Anxiety,6.505
Depression and Anxiety,Depress Anxiety,6.505
Dermatitis,Dermatitis,4.845
Dermatologica Sinica,Dermatol Sin,1.321
Dermatologic Clinics,Dermatol Clin,3.478
Dermatologic Surgery,Dermatol Surg,3.398
Dermatologic Therapy,Dermatol Ther,2.851
Dermatology,Dermatology,5.366
Desalination,Desalination,9.501
Desalination and Water Treatment,Desalin Water Treat,1.254
Design Automation for Embedded Systems,Des Autom Embed Syst,3.815
Designed Monomers and Polymers,Des Monomers Polym,2.65
Designs Codes and Cryptography,Design Code Cryptogr,1.492
Design Studies,Des Stud,3.09
Design Studies,Design Stud,3.09
Deutsche Entomologische Zeitschrift,Deut Entomol Z,1.3
Deutsche Lebensmittel Rundschau,Deut Lebensm-rundsch,0.136
Deutsche Medizinische Wochenschrift,Deut Med Wochenschr,0.628
Deutsches Arzteblatt International,Dtsch Arztebl Int,5.594
Developing Economies,Dev Econ,0.88
Developing World Bioethics,Dev World Bioeth,2.294
Developing World Bioethics,Dev World Bioeth,2.294
Development,Development,6.868
Developmental and Comparative Immunology,Dev Comp Immunol,3.636
Developmental Biology,Dev Biol,3.582
Developmental Cell,Dev Cell,12.27
Developmental Cognitive Neuroscience,Dev Cogn Neurosci,6.464
Developmental Cognitive Neuroscience,Dev Cogn Neurosci,6.464
Developmental Dynamics,Dev Dynam,3.78
Developmental Medicine and Child Neurology,Dev Med Child Neurol,5.449
Developmental Neurobiology,Dev Neurobiol,3.964
Developmental Neuropsychology,Dev Neuropsychol,2.253
Developmental Neuropsychology,Dev Neuropsychol,2.253
Developmental Neurorehabilitation,Dev Neurorehabil,2.308
Developmental Neuroscience,Dev Neurosci-basel,2.984
Developmental Psychobiology,Dev Psychobiol,3.038
Developmental Psychobiology,Ann Ny Acad Sci,3.038
Developmental Psychology,Dev Psychol,3.845
Developmental Review,Dev Rev,8.306
Developmental Science,Developmental Sci,5.131
Development and Change,Dev Change,2.92
Development and Psychopathology,Dev Psychopathol,4.151
Development Genes and Evolution,Dev Genes Evol,0.9
Development Growth Differentiation,Dev Growth Differ,2.053
Development Policy Review,Dev Policy Rev,1.649
Development Southern Africa,Dev So Afr,1.442
Development Southern Africa,Dev South Afr,1.442
Deviance et Societe,Deviance Soc,0.325
Deviant Behavior,Deviant Behav,1.982
Diabetes,Diabetes,9.461
Diabetes,Nestle Nutr Works Se,9.461
Diabetes Metabolism,Diabetes Metab,6.041
Diabetes Vascular Disease Research,Diabetes Vasc Dis Re,3.291
Diabetes Care,Diabetes Care,19.112
Diabetes Educator,Diabetes Educator,2.14
Diabetes Educator,Diabetes Educator,2.14
Diabetes Metabolism Research and Reviews,Diabetes Metab Res,4.876
Diabetes Metabolism Research and Reviews,Diabetes-metab Res,4.876
Diabetes Obesity Metabolism,Diabetes Obes Metab,6.577
Diabetes Research and Clinical Practice,Diabetes Res Clin Pr,5.602
Diabetes Stoffwechsel Und Herz,Diabetes Stoffwech H,0.262
Diabetes Technology Therapeutics,Diabetes Technol The,6.118
Diabetic Medicine,Diabetic Med,4.359
Diabetologe,Diabetologe,0.398
Diabetologia,Diabetologia,10.122
Diabetologie Und Stoffwechsel,Diabetol Stoffwechs,1.267
Diabetology Metabolic Syndrome,Diabetol Metab Syndr,3.32
Diachronica,Diachronica,0.516
Diagnostica,Diagnostica,0.976
Diagnostic and Interventional Radiology,Diagn Interv Radiol,2.63
Diagnostic Cytopathology,Diagn Cytopathol,1.582
Diagnostic Microbiology and Infectious Disease,Diagn Micr Infec Dis,2.803
Diagnostic Pathology,Diagn Pathol,2.644
Dialectologia et Geolinguistica,Dialectol Geolinguis,0.286
Diamond and Related Materials,Diam Relat Mater,3.315
Diatom Research,Diatom Res,1.815
Differences a Journal of Feminist Cultural Studies,Differences,0.465
Differential and Integral Equations,Differ Integral Equ,1.397
Differential Equations,Diff Equat+,0.837
Differential Equations,Lect Notes Pure Appl,0.837
Differential Equations,Lect Notes Pure Appl,0.837
Differential Geometry and Its Applications,Differ Geom Appl,0.694
Differentiation,Differentiation,3.88
Digestion,Digestion,3.216
Digestive and Liver Disease,Digest Liver Dis,4.088
Digestive Diseases,Digest Dis,2.404
Digestive Diseases and Sciences,Digest Dis Sci,3.199
Digestive Endoscopy,Digest Endosc,7.559
Digestive Surgery,Digest Surg,2.588
Digest Journal of Nanomaterials and Biostructures,Dig J Nanomater Bios,0.963
Digital Investigation,Digit Invest,2.192
Digital Investigation,Digit Investig,2.192
Digital Signal Processing,Digit Signal Process,3.381
Diplomatic History,Diplomatic Hist,0.529
Disability Society,Disabil Soc,3.314
Disability and Health Journal,Disabil Health J,2.554
Disability and Health Journal,Disabil Health J,2.554
Disability and Rehabilitation,Disabil Rehabil,3.033
Disability and Rehabilitation,Disabil Rehabil,3.033
Disaster Medicine and Public Health Preparedness,Disaster Med Public,1.385
Disaster Medicine and Public Health Preparedness,Disaster Med Public,1.385
Disaster Prevention and Management,Disaster Prev Manag,1.521
Disasters,Disasters,2.641
Discourse Communication,Discourse Commun,1.759
Discourse Society,Discourse Soc,1.85
Discourse Processes,Discourse Process,1.818
Discourse Studies,Discourse Stud,1.917
Discourse Studies in the Cultural Politics of Education,Discourse-abingdon,2.579
Discrete Computational Geometry,Discrete Comput Geom,0.969
Discrete and Continuous Dynamical Systems,Discret Contin Dyn S,1.392
Discrete and Continuous Dynamical Systems,Discrete Cont Dyn S,1.392
Discrete and Continuous Dynamical Systems,Discrete Cont Dyn-a,1.392
Discrete and Continuous Dynamical Systems Series b,Discrete Cont Dyn-b,1.327
Discrete Applied Mathematics,Discrete Appl Math,1.139
Discrete Dynamics in Nature and Society,Discrete Dyn Nat Soc,1.348
Discrete Event Dynamic Systems Theory and Applications,Discrete Event Dyn S,0.976
Discrete Mathematics,Discrete Math,0.87
Discrete Mathematics,Universitext,0.87
Discrete Mathematics and Theoretical Computer Science,Discret Math Theor C,0.596
Discrete Mathematics and Theoretical Computer Science,Discrete Math Theor,0.596
Discrete Optimization,Discrete Optim,1.222
Disease Markers,Dis Markers,3.434
Disease Models Mechanisms,Dis Model Mech,5.758
Diseases of Aquatic Organisms,Dis Aquat Organ,1.802
Diseases of the Colon Rectum,Dis Colon Rectum,4.585
Diseases of the Esophagus,Dis Esophagus,3.429
Displays,Displays,2.167
Dissent,Dissent,0.5
Dissertationes Mathematicae,Diss Math,1.053
Dissolution Technologies,Dissolut Technol,0.978
Distance Education,Distance Educ,2.952
Distributed and Parallel Databases,Distrib Parallel Dat,1.5
Distributed Computing,Distrib Comput,1.333
Distributed Computing,Lect Notes Comput Sc,1.333
Diversity and Distributions,Divers Distrib,5.139
Diving and Hyperbaric Medicine,Diving Hyperb Med,0.887
Dm Disease a Month,Dm-dis Mon,3.8
Dna and Cell Biology,Dna Cell Biol,3.311
Dna Repair,Dna Repair,4.913
Dna Research,Dna Res,4.458
Documenta Mathematica,Doc Math,0.815
Documenta Ophthalmologica,Doc Ophthalmol,2.379
Doklady Biochemistry and Biophysics,Dokl Biochem Biophys,0.788
Doklady Chemistry,Dokl Chem,0.636
Doklady Earth Sciences,Dokl Earth Sci,0.533
Doklady Mathematics,Dokl Math,0.619
Doklady Physical Chemistry,Dokl Phys Chem,0.638
Doklady Physics,Dokl Phys,0.679
Domestic Animal Endocrinology,Domest Anim Endocrin,2.29
Dose Response,Dose-response,2.658
Dreaming,Dreaming,0.76
Drewno,Drewno,1.2
Drug and Alcohol Dependence,Drug Alcohol Depen,4.492
Drug and Alcohol Dependence,Drug Alcohol Depen,4.492
Drug and Alcohol Review,Drug Alcohol Rev,3.343
Drug and Chemical Toxicology,Drug Chem Toxicol,3.356
Drug Delivery,Drug Deliv,6.419
Drug Development and Industrial Pharmacy,Drug Dev Ind Pharm,3.225
Drug Development Research,Drug Develop Res,4.36
Drug Discovery Today,Drug Discov Today,7.851
Drug Metabolism and Disposition,Drug Metab Dispos,3.922
Drug Metabolism and Pharmacokinetics,Drug Metab Pharmacok,3.614
Drug Metabolism Reviews,Drug Metab Rev,4.518
Drug Resistance Updates,Drug Resist Update,18.5
Drugs,Drugs,9.546
Drug Safety,Drug Safety,5.606
Drugs Aging,Drug Aging,3.923
Drugs Education Prevention and Policy,Drug-educ Prev Polic,1.71
Drugs in r d,Drugs R&d,2.594
Drugs of the Future,Drug Future,0.148
Drugs of Today,Drug Today,2.245
Drugs of Today,Drugs Today,2.245
Drug Testing and Analysis,Drug Test Anal,3.345
Drustvena Istrazivanja,Drus Istraz,0.391
Drvna Industrija,Drvna Ind,0.94
Drying Technology,Dry Technol,4.452
